PeakID	Title	Scans	RT.left.min.	RT..min.	RT.right..min.	Precursor.m.z	Height	Area	Model.masses	Adduct	Isotope	Comment	Reference.RT	Reference.m.z	Formula	Ontology	InChIKey	SMILES	Annotation.tag..VS1.0.	RT.matched	m.z.matched	MS.MS.matched	RT.similarity	Dot.product	Reverse.dot.product	Fragment.presence..	Total.score	S.N	MS1.isotopes	MSMS.spectrum
2006	Nicotinamide	431	1.070618	1.383151	1.81495	121.0395	37707520	412339776	null	[M-H]-	M + 0		1.391	121.0394	C6H6N2O				520	TRUE	TRUE	FALSE	100	null	null	null	100	302.0341	121.02819:270437 121.03776:178974 121.03949:23830348 122.00698:53433 122.02339:659332 122.04277:1006413 123.90066:75650 125.03439:10382482 125.0596:56901 126.03765:492180	50.6923:3278 59.50253:3481 60.71183:3767 66.21706:3359 72.99386:3477 79.9558:5080 82.21826:3153 90.00797:3636 93.03287:23773 97.93755:5947 115.96777:3538 121.02817:124155 121.03954:138138 121.06481:7223 122.02316:13637
2133	Thymine	449	1.020885	1.433013	1.879898	125.0344	99177616	1205108864	null	[M-H]-	M + 0		1.452	125.0345	C5H6N2O2				520	TRUE	TRUE	FALSE	100	null	null	null	100	1283.223	124.98882:48382 125.03141:145956 125.0344:48781552 125.03689:417590 125.03887:54452 125.07967:39211 125.89905:45128 126.03154:159205 126.03784:2362508 127.03865:146762 128.02876:43417 128.03151:134959 128.03409:43955408 128.03666:323014 128.03872:55137 129.01824:149046 129.031:85043 129.03742:1951026 129.04004:50223 129.05443:159548 129.09069:183388	56.63557:3298 69.03313:6445 84.16866:3377 96.95849:6858 99.08945:3838 124.99002:11406 124.9993:14382 125.03379:522463 125.89908:47089 126.03839:5560 137.37011:3720
2215	N-Acetyl-Glycine	461	0.9009253	1.465832	1.830946	116.0341	504969952	7793966080	null	[M-H]-	M + 0	similar chromatogram in higher mz_2133; found in higher mz's MsMs_2145	1.452	116.034	C4H7NO3				330	TRUE	TRUE	TRUE	100	93.2	93.9	100	97.3	12661.18	115.99378:107492 116.01571:90260 116.01749:48748 116.02401:71169 116.02652:53916 116.03008:208079 116.03127:478708 116.03245:871194 116.03408:164322672 116.03631:1150178 116.03868:97991 116.04046:89177 116.04283:83565 116.05187:56858 116.075:114844 116.92722:303069 116.93321:92953 117.01797:116622 117.03098:347629 117.03732:7014710 118.03826:684287 119.03366:68465 119.07016:42080 120.01124:764659 121.02832:269713	55.75809:312881 60.26914:281225 66.43276:460614 72.04379:4545470 74.02326:45447584 88.91005:255318 97.93663:419252 116.03397:5231606 120.94486:247930
2220	Pyridoxine	461	1.234015	1.465832	2.197618	168.0656	79621384	889592960	null	[M-H]-	M + 0		1.469	168.0657	C8H11NO3				330	TRUE	TRUE	TRUE	100	99.9	98	90.9	98.9	3781.678	168.04929:46018 168.05884:51209 168.06272:349622 168.06555:42019652 168.06944:308089 168.99814:175781 169.06094:405510 169.06898:2922403 169.08622:36165 169.09743:49423 170.0644:51929 170.06966:117950 170.07281:58321 170.9954:58853 171.06515:93837 171.10176:88867 171.13806:165612 172.09687:210531 173.05571:178246	66.4312:6596 81.95159:8661 85.02774:11652 92.04917:12212 97.93752:6304 107.03643:30141 108.04462:126392 110.06023:22418 120.04403:20157 121.05217:104102 122.06016:1224789 123.0628:18550 132.0444:6706 135.03168:61472 136.03894:16277 138.05522:644778 139.05774:10960 148.03916:25882 150.05539:5132393 150.07988:34509 151.05786:75039 153.04245:11361 166.0504:1410841 167.05358:18031 168.0348:14039 168.06573:2071708 169.06998:34973 169.09767:6796
2283	Deoxyadenosine	467	1.053945	1.482382	1.847585	250.0943	15457189	176214192	null	[M-H]-	M + 0	found in higher mz's MsMs_2335	1.486	250.09399	C10H13N5O3				330	TRUE	TRUE	TRUE	100	90	89.9	100	95.8	402.5274	250.06747:834111 250.09432:7341362 251.09145:83367 251.09743:805345 253.09319:75310 254.06992:46603 255.08847:2248703	58.00456:4884 59.01248:25722 61.73829:4704 61.98671:403995 71.01205:7946 75.56066:5153 89.02306:7822 99.92456:4597 107.03448:12934 125.07089:6379 127.04971:18555 134.01347:5136 134.02525:36042 134.04584:6047526 134.06794:36292 134.0915:5449 143.08299:5073 145.06115:13356 160.06168:44030 166.05252:5907 169.05994:31754 187.04696:6023 187.07114:351347 249.98075:15310 250.09333:188376 250.14444:32233 267.98654:5394
2384	Deoxyuridine	479	1.2835	1.515727	1.879898	227.0667	27498256	308030784	null	[M-H]-	M + 0	found in higher mz's MsMs_2431	1.518	227.06689	C9H12N2O5				330	TRUE	TRUE	TRUE	100	85.4	85	100	93.9	430.4057	227.06674:14161083 227.07282:98227 228.06996:1086841 228.98946:585049 229.07083:145240 230.98573:253919	59.01229:8042 66.03344:7677 92.04918:7623 94.02816:88999 97.93478:10070 98.02309:10340 100.9317:9570 111.01824:5730504 111.03486:43814 112.02247:25176 112.03934:9058 113.03471:20687 115.9192:12588 126.01825:14594 136.03904:65931 137.03472:23569 165.95718:7367 174.77662:5883 181.95339:8543 182.96331:7188 183.13715:12729 184.05966:559364 188.7621:6251 205.24694:5891 209.95069:19319 227.06705:276177 227.12874:12637 227.16446:15443 227.19996:114072 227.95896:13550 241.27008:6823
2501	Fumarate?	497	1.29941	1.565546	1.945999	115.0024	40924376	480502048	null	[M-H]-	M + 0		1.535	115.0023	C4H4O4				330	TRUE	TRUE	TRUE	100	61.3	62	71.4	81.6	130.5126	114.9351:191161 115.00245:17653842 115.00449:107501 115.0387:188811 115.0753:315899 115.9932:42083 116.00594:315896 116.02935:53122 116.03128:167503 116.0341:74716000 116.03617:587690 116.0381:57740 116.07442:68129 116.92723:245635 116.93323:67895 117.00642:117615 117.03101:142425 117.03736:2622754 118.03845:230949	51.21532:31998 66.43328:36145 71.01213:3625627 72.04386:229952 74.0233:1651282 76.51982:29843 82.96152:30922 87.88756:29937 88.01039:36503 90.11985:30971 114.93455:264423 115.00249:409228 115.07504:118734 116.03425:143712
2600	N-Acetyl-L-Glutamine	509	1.234015	1.597577	2.230556	187.0716	1045372096	20379111424	null	[M-H]-	M + 0	found in higher mz's MsMs_2648; found in higher mz's MsMs_2556	1.568	187.0714	C7H12N2O4				330	TRUE	TRUE	TRUE	100	99.9	100	100	100	5313.037	186.98726:46948 186.98938:103696 187.03484:158881 187.03759:54421 187.06095:79742 187.06337:230069 187.06701:1526140 187.07157:265744464 187.07612:1332257 187.07854:471920 187.08097:240698 187.08461:85656 187.10433:54903 187.10707:68683 187.10892:162688 187.15502:162786 188.06834:1146962 188.07491:20507134 189.07153:49237 189.07554:1318376 190.05336:186850 190.07207:93668 190.07921:105840 192.03214:266131	58.0285:13594277 83.0598:522314 84.04427:918593 98.0231:663820 101.07053:5163916 109.03901:1684802 125.07093:75203416 126.05449:492430 126.07329:1097925 127.04977:75137248 128.03346:9820690 128.05404:737851 143.08143:11379037 145.06117:76091848 146.06566:548907 169.06032:35632900 170.04442:1992570 187.07128:89893608 188.07519:1839364
2634	Uracil	515	1.267337	1.614218	2.395898	111.0186	218389744	4220485120	null	[M-H]-	M + 0	similar chromatogram in higher mz_2545; similar chromatogram in higher mz_2591; similar chromatogram in higher mz_2548; similar chromatogram in higher mz_2606; found in higher mz's MsMs_2712	1.619	111.0187	C4H4N2O2				330	TRUE	TRUE	TRUE	100	73.9	74.8	100	89.3	786.3739	110.95677:87431 111.0125:51649 111.01403:48432 111.0186:54635928 111.02069:459265 111.0229:90364 112.01569:216126 112.022:1591596 112.98426:223501 113.02328:75348 114.0184:70620 114.9352:163213 115.00243:8779269 115.00448:47595 115.03883:214241 115.07529:278202 116.00583:168528	65.30607:87070 67.02842:272951 68.01304:130206 74.53516:98979 77.91251:85583 95.9334:179889 103.51169:85599 110.95724:219221 111.01825:9198893 121.01176:82639
2706	3-methyl Adenine	527	1.465832	1.647481	2.064425	148.0617	2330812.25	31912488	null	[M-H]-	M + 0	similar chromatogram in higher mz_2708; similar chromatogram in higher mz_2746; similar chromatogram in higher mz_2747; similar chromatogram in higher mz_2751; similar chromatogram in higher mz_2752	1.636	148.0616	C6H7N5				330	TRUE	TRUE	TRUE	100	88	88	100	95	76.90662	148.06166:687381 149.02321:50881 149.06464:59665 150.01627:96999 151.03909:51630 151.06022:64811 152.00128:1619559 152.03439:50235	56.3745:3177 81.61137:3443 84.4153:3791 85.29762:3085 97.93479:4560 99.2215:3335 104.02303:4958 106.027:10262 118.6319:3520 119.97547:5428 121.0509:7801 132.03004:3417 133.03883:745263 134.04146:7953 148.06188:1021178 149.06486:10485
2747	Orotate	533	1.119361	1.664049	2.36309	155.0088	866185408	14805036032	null	[M-H]-	M + 0	found in higher mz's MsMs_2768; found in higher mz's MsMs_2803; found in higher mz's MsMs_2712; found in higher mz's MsMs_2801; found in higher mz's MsMs_2761; found in higher mz's MsMs_2759; found in higher mz's MsMs_2751	1.619	155.0087	C5H4N2O4				330	TRUE	TRUE	TRUE	100	75	75	100	89.6	1598.674	154.94547:111446 154.9473:51056 154.98046:122710 154.98389:66472 154.98573:56860 154.98961:60066 154.99602:90666 154.99785:87423 155.0006:165703 155.00266:376372 155.0054:1399867 155.00883:239511984 155.01204:1126902 155.0141:485808 155.01593:258228 155.01867:131140 155.0205:75796 155.02417:91569 155.026:59580 155.02874:55661 155.03286:76885 155.0363:97950 155.07151:147212 156.00574:1061403 156.01203:12888260 157.01283:1383140 157.01545:145448 157.02385:65143 157.12204:251841 158.01632:66287 158.04482:87658 158.98642:152117 158.98971:83658	56.53383:349027 66.43225:493441 69.04945:381694 79.53362:372567 93.92794:401180 97.93754:586037 103.62665:398115 111.00269:1964158 111.01824:287262976 111.03487:2378084 112.01886:545907 112.02224:2164942 112.36967:394527 114.06768:436259 118.39937:438577 155.00972:5976537 167.40027:359288
2753	Adenosine	533	1.202175	1.664049	1.912672	266.0892	4507795	52885936	null	[M-H]-	M + 0	found in higher mz's MsMs_2761	1.67	266.0889	C10H13N5O4				330	TRUE	TRUE	TRUE	100	74.9	74.9	100	89.5	268.5232	266.08923:1879084 267.09247:233569 271.05468:151336	69.80392:3648 106.34252:3614 110.13917:4056 122.00653:10823 134.02526:12413 134.04586:2126220 143.03432:6360 150.04155:8110 206.2098:4054 212.75441:3966 218.66172:3968 235.35918:4503 248.09453:4394 262.62946:4017 266.09028:63041 266.15264:61907 284.6187:4724
2906	Adenine	563	1.580958	1.74894	2.463258	134.046	48152124	759468160	null	[M-H]-	M + 0	found in higher mz's MsMs_2989	1.775	134.0461	C5H5N5				330	TRUE	TRUE	TRUE	100	88	88	100	95	816.6426	134.04345:89058 134.04602:14372618 134.04823:60700 135.04952:432832 135.9439:186574 135.97011:30514 137.02671:62372 137.0345:4510829 138.01855:62012 138.03764:158819 139.00604:32892	63.87528:16479 80.96347:30943 92.02417:242659 107.03456:1260464 134.02526:59123 134.04586:10411923 134.89338:22280 135.05085:78502
3013	Creatinine	581	1.416347	1.799036	3.057964	112.0504	126020088	1590666624	null	[M-H]-	M + 0		1.808	112.0503	C4H7N3O				330	TRUE	TRUE	TRUE	100	74.2	74.2	100	89.2	1791.628	112.01176:44655 112.01541:40458 112.0223:480127 112.03298:24703 112.03931:40854 112.04817:226662 112.05042:58010628 112.05239:378814 112.0552:30496 112.08854:26095 112.98411:148097 113.02296:89788 113.03226:51242 113.03439:5992300 113.04732:394412 113.05363:2409618 114.01818:247439 114.03153:29479 114.03753:154451 114.05074:32938 114.05478:92595 114.05709:25565 114.93507:254821 115.00243:181406 115.03895:198003 115.0751:239728 116.03408:1029894 116.07055:34794 116.92735:372685 116.93321:82249 117.01827:39994 117.03748:27389	56.00016:7268 58.02803:15894 68.00037:24200 68.99414:26418 69.00762:29037 83.02319:15723 97.02643:9670 110.03498:38136 112.02264:314280 112.05058:5702425 112.06634:37772 113.03461:25192 113.05409:30210
3127	Uridine	593	1.250708	1.830946	2.36309	243.0618	38789088	467812928	null	[M-H]-	M + 0	found in higher mz's MsMs_3077	1.857	243.0616	C9H12N2O6				330	TRUE	TRUE	TRUE	100	97.8	99.9	100	99.4	940.7335	243.05558:98726 243.06185:17754166 243.06861:90555 244.05925:70574 244.06487:1182393 245.06596:78381 247.00031:427487 247.04827:743374	54.68999:4453 63.09988:4452 66.03342:27983 66.68204:4124 82.02833:54182 84.04427:6208 94.02818:5401 96.04401:9579 98.0231:3866 105.10518:3651 108.0439:21240 110.02307:864083 111.01829:231355 117.01845:14448 120.04405:4854 122.0234:29318 124.03849:11714 128.03343:4555 128.27011:3768 132.02859:10812 138.01838:8931 138.0553:5341 140.03359:152230 152.03463:247138 153.02989:121209 164.03335:4166 166.08705:4360 173.22652:3587 182.04423:16814 183.04081:3737 200.05659:599557 201.0587:4502 242.98553:30837 243.06089:515396 243.15802:11005
3178	L-Phenylalanine	599	1.515727	1.847585	3.042164	164.0707	425239808	5562983424	null	[M-H]-	M + 0		1.808	164.0705	C9H11NO2				330	TRUE	TRUE	TRUE	100	93.9	93.9	100	97.4	5147.746	164.03953:81553 164.06369:172533 164.06693:987697 164.07066:187345216 164.07441:945412 164.08138:78627 164.08338:81143 164.08537:77317 164.09634:90432 164.10058:90034 165.0184:141786 165.03952:75483 165.06794:383153 165.07394:18391528 166.05303:478517 166.075:461964 166.07731:538609 166.99239:75459 167.05612:75650 168.065:66692 169.06064:495988	57.56334:284503 72.00142:446044 72.00777:19912390 72.46261:295044 79.52892:364208 91.05373:2096197 103.05369:953555 105.94007:282169 146.06065:521521 147.04353:87314400 147.0671:494531 148.0476:1341681 164.07129:65465976 165.07251:931717
3226	Urocanate	605	1.515727	1.863764	2.976159	137.0345	375342208	4422395904	null	[M-H]-	M + 0	found in higher mz's MsMs_3322	1.808	137.03439	C6H6N2O2				330	TRUE	TRUE	TRUE	100	88	88	100	95	10865.08	136.98278:188605 137.01073:94619 137.02632:118691 137.03165:982047 137.0345:245179056 137.03735:1477124 137.04344:97348 137.0482:70534 137.08682:102171 137.98567:125802 138.03166:907706 138.03777:15843228 139.03865:531851 139.04121:244855 140.98488:112294	57.351:258142 66.03345:963337 66.86579:240875 75.82741:248133 89.12275:285985 93.044:44705696 94.04808:385208 96.91866:284758 137.03461:6625826 145.3051:268077
3317	L-Dihydroorotic acid	611	1.316429	1.879898	2.36309	157.0246	1683745792	19395495936	null	[M-H]-	M + 0	found in higher mz's MsMs_3193; found in higher mz's MsMs_3331; found in higher mz's MsMs_3327; found in higher mz's MsMs_3254	1.824	157.0244	C5H6N2O4				330	TRUE	TRUE	TRUE	100	99.5	66.8	43.5	89.6	8675.476	156.77848:117052 156.80828:174479 156.93851:110176 156.96021:585039 156.96765:157857 156.98444:125527 156.99097:140968 156.99284:137916 156.99517:262286 157.00193:148597 157.0045:147008 157.00613:261325 157.00963:120184 157.01173:165562 157.01733:663847 157.01919:1225524 157.02455:931602944 157.02783:3542837 157.03086:769831 157.03273:464452 157.03623:320854 157.04043:217329 157.04384:285778 157.05279:368508 157.05723:157960 157.0598:108511 157.06563:166514 157.0878:381234 157.08967:176937 157.12189:207939 157.28899:185840 158.02142:4645592 158.02411:309267 158.02763:51861156 158.03212:112704 158.04453:1379048 159.02467:251470 159.02843:6604315 159.03109:606335 159.04845:102805 160.03195:274147 160.06049:1501359	58.02845:144329 60.0077:384395 63.34449:121001 66.43276:214182 70.0285:11238131 71.01206:307008 71.02347:2355220 86.02333:830434 96.00758:1210906 97.93662:141317 111.01822:237528 113.03471:71770952 113.05068:568744 114.01804:12058177 114.03763:590316 157.02459:9156014 157.12166:284342 158.04484:193632
3462	Hypoxanthine	635	1.614218	1.945999	2.097467	135.03	20552980	237610432	null	[M-H]-	M + 0		1.925	135.03011	C5H4N4O				330	TRUE	TRUE	TRUE	100	86.2	85.8	100	94.2	193.8942	134.89372:41371 135.02794:60113 135.02999:9595216 135.03278:68766 135.05504:90496 135.94396:289505 135.97011:27315 136.02682:71779 136.03348:389433 136.0506:26762 137.03451:18953792 137.03736:115036 137.93962:112736 138.03124:43354 138.03776:872754 139.01381:23815 139.03888:31520	65.01276:69246 66.008:14580 66.43276:10079 70.39009:8743 82.29468:8666 92.02405:3737545 92.03578:20605 93.02696:27384 94.78339:9256 106.02596:8905 107.03449:15336 108.0383:9749 109.94094:71337 125.58461:9113 133.01439:51562 134.8935:68681 135.00788:36858 135.03018:6089256 135.04657:59977 136.03294:32998 149.6327:9909
